0,1
IAM_Words\b06\b06-082\b06-082-00-07.png,no
IAM_Words\k02\k02-076\k02-076-00-03.png,quite
IAM_Words\a05\a05-009\a05-009-04-04.png,Details
IAM_Words\d04\d04-081\d04-081-07-03.png,and
IAM_Words\m01\m01-115\m01-115-03-07.png,tread
IAM_Words\b04\b04-140\b04-140-05-07.png,pursue
IAM_Words\g06\g06-026b\g06-026b-07-00.png,assumption
IAM_Words\f02\f02-003\f02-003-02-05.png,firm
IAM_Words\b01\b01-014\b01-014-03-02.png,other
IAM_Words\b04\b04-162\b04-162-01-03.png,happened
IAM_Words\c01\c01-014\c01-014-09-06.png,executed
IAM_Words\p06\p06-104\p06-104-03-02.png,after
IAM_Words\d06\d06-100\d06-100-04-11.png,can
IAM_Words\m03\m03-114\m03-114-05-05.png,servants
IAM_Words\g06\g06-026o\g06-026o-02-01.png,best
IAM_Words\k07\k07-067a\k07-067a-04-01.png,that
IAM_Words\a01\a01-132u\a01-132u-03-02.png,financing
IAM_Words\e02\e02-117\e02-117-03-00.png,work
IAM_Words\k04\k04-017\k04-017-09-05.png,.
IAM_Words\a01\a01-020\a01-020-07-05.png,function
IAM_Words\b01\b01-062\b01-062-04-02.png,whose
IAM_Words\r02\r02-127\r02-127-00-05.png,misplaced
IAM_Words\m04\m04-000\m04-000-00-02.png,has
IAM_Words\f07\f07-046b\f07-046b-00-02.png,natives
IAM_Words\e07\e07-003\e07-003-01-02.png,balance
IAM_Words\l01\l01-023\l01-023-03-01.png,of
IAM_Words\c02\c02-078\c02-078-09-08.png,girl
IAM_Words\m06\m06-076\m06-076-04-04.png,lobes
IAM_Words\n02\n02-049\n02-049-03-08.png,expected
IAM_Words\c02\c02-000\c02-000-03-05.png,","
IAM_Words\f02\f02-044\f02-044-00-05.png,by
IAM_Words\g06\g06-026i\g06-026i-02-08.png,one
IAM_Words\a06\a06-141\a06-141-04-05.png,door
IAM_Words\e04\e04-103\e04-103-03-06.png,and
IAM_Words\b06\b06-042\b06-042-04-01.png,","
IAM_Words\n03\n03-113\n03-113-07-06.png,wet
IAM_Words\p06\p06-058\p06-058-05-02.png,.
IAM_Words\g06\g06-045c\g06-045c-05-04.png,who
IAM_Words\h02\h02-037\h02-037-02-06.png,Home
IAM_Words\m03\m03-013\m03-013-02-08.png,'ve
IAM_Words\a05\a05-039\a05-039-08-05.png,Cape
IAM_Words\d07\d07-082\d07-082-03-02.png,passage
IAM_Words\a04\a04-066\a04-066-00-05.png,with
IAM_Words\a04\a04-072\a04-072-10-04.png,","
IAM_Words\r06\r06-090\r06-090-03-07.png,.
IAM_Words\n06\n06-169\n06-169-03-10.png,all
IAM_Words\d06\d06-096\d06-096-03-06.png,so
IAM_Words\n04\n04-218\n04-218-00-00.png,This
IAM_Words\n04\n04-031\n04-031-01-04.png,for
IAM_Words\p06\p06-248\p06-248-04-07.png,'
IAM_Words\a01\a01-053u\a01-053u-05-01.png,on
IAM_Words\h06\h06-003\h06-003-05-05.png,in
IAM_Words\p02\p02-081\p02-081-00-03.png,for
IAM_Words\k02\k02-102\k02-102-04-02.png,of
IAM_Words\a02\a02-120\a02-120-02-03.png,rally
IAM_Words\b03\b03-104\b03-104-06-04.png,people
IAM_Words\f07\f07-088a\f07-088a-05-00.png,food
IAM_Words\f04\f04-057\f04-057-05-01.png,was
IAM_Words\k03\k03-138\k03-138-00-02.png,mean
IAM_Words\e06\e06-006\e06-006-01-01.png,light
IAM_Words\a01\a01-122\a01-122-05-08.png,maintained
IAM_Words\a01\a01-096u\a01-096u-00-02.png,","
IAM_Words\k02\k02-112\k02-112-04-00.png,occasionally
IAM_Words\h04\h04-078\h04-078-01-02.png,allowances
IAM_Words\n04\n04-060\n04-060-04-04.png,war
IAM_Words\p03\p03-023\p03-023-01-10.png,get
IAM_Words\a01\a01-007x\a01-007x-02-03.png,the
IAM_Words\a04\a04-010\a04-010-06-00.png,morning
IAM_Words\b06\b06-082\b06-082-02-07.png,also
IAM_Words\h07\h07-066b\h07-066b-03-02.png,abnormal
IAM_Words\b04\b04-202\b04-202-06-05.png,date
IAM_Words\c03\c03-021d\c03-021d-06-09.png,and
IAM_Words\k07\k07-176\k07-176-05-03.png,you
IAM_Words\f07\f07-039a\f07-039a-04-01.png,sun
IAM_Words\r06\r06-070\r06-070-03-03.png,.
IAM_Words\g06\g06-047r\g06-047r-01-04.png,a
IAM_Words\f01\f01-070\f01-070-03-07.png,a
IAM_Words\l04\l04-034\l04-034-05-03.png,rid
IAM_Words\a04\a04-039\a04-039-08-02.png,safeguard
IAM_Words\g06\g06-018g\g06-018g-01-10.png,In
IAM_Words\d01\d01-019\d01-019-05-17.png,.
IAM_Words\b04\b04-004\b04-004-00-01.png,Ghana
IAM_Words\g06\g06-047l\g06-047l-05-02.png,these
IAM_Words\d06\d06-086\d06-086-05-04.png,more
IAM_Words\c04\c04-000\c04-000-02-00.png,in
IAM_Words\c01\c01-014\c01-014-03-05.png,sacrifice
IAM_Words\b06\b06-064\b06-064-06-05.png,was
IAM_Words\h07\h07-037a\h07-037a-06-09.png,the
IAM_Words\e01\e01-014\e01-014-03-07.png,as
IAM_Words\d04\d04-050\d04-050-00-05.png,union
IAM_Words\r06\r06-115\r06-115-09-04.png,for
IAM_Words\a01\a01-000x\a01-000x-04-00.png,and
IAM_Words\l04\l04-087\l04-087-00-00.png,Was
IAM_Words\m06\m06-106\m06-106-01-05.png,seemed
IAM_Words\e04\e04-083\e04-083-01-02.png,the
IAM_Words\g06\g06-050n\g06-050n-08-04.png,easily
IAM_Words\b05\b05-032\b05-032-09-10.png,taken
IAM_Words\g03\g03-064\g03-064-05-05.png,order
IAM_Words\d04\d04-081\d04-081-05-01.png,""""
IAM_Words\h07\h07-017\h07-017-06-06.png,for
IAM_Words\g03\g03-043\g03-043-08-03.png,","
IAM_Words\h07\h07-080\h07-080-00-05.png,60
IAM_Words\p06\p06-088\p06-088-00-04.png,torment
IAM_Words\l04\l04-012\l04-012-06-06.png,only
IAM_Words\g06\g06-047a\g06-047a-02-01.png,'
IAM_Words\e01\e01-014\e01-014-05-07.png,being
IAM_Words\n03\n03-103\n03-103-02-04.png,under
IAM_Words\p06\p06-047\p06-047-08-06.png,","
IAM_Words\b01\b01-132\b01-132-02-00.png,way
IAM_Words\d04\d04-086\d04-086-00-02.png,tsitsits
IAM_Words\d06\d06-072\d06-072-05-03.png,'
IAM_Words\b01\b01-094\b01-094-07-02.png,this
IAM_Words\n06\n06-111\n06-111-06-03.png,see
IAM_Words\c04\c04-156\c04-156-06-00.png,""""
IAM_Words\c03\c03-021d\c03-021d-03-04.png,the
IAM_Words\m04\m04-216\m04-216-03-00.png,what
IAM_Words\m02\m02-048\m02-048-09-06.png,on
IAM_Words\n06\n06-111\n06-111-05-06.png,followed
IAM_Words\e04\e04-114\e04-114-02-11.png,are
IAM_Words\a03\a03-059\a03-059-04-06.png,under
IAM_Words\g06\g06-011o\g06-011o-06-09.png,man
IAM_Words\p03\p03-135\p03-135-05-01.png,and
IAM_Words\l01\l01-187\l01-187-00-11.png,for
IAM_Words\l03\l03-008\l03-008-06-01.png,the
IAM_Words\m01\m01-090\m01-090-02-03.png,in
IAM_Words\e04\e04-124\e04-124-01-03.png,reinforce
IAM_Words\j06\j06-056\j06-056-10-00.png,with
IAM_Words\a04\a04-003\a04-003-05-05.png,were
IAM_Words\a02\a02-067\a02-067-09-05.png,:
IAM_Words\g03\g03-040\g03-040-07-01.png,was
IAM_Words\f07\f07-036\f07-036-06-01.png,made
IAM_Words\d07\d07-102\d07-102-02-05.png,itself
IAM_Words\f07\f07-002\f07-002-00-09.png,.
IAM_Words\h07\h07-000\h07-000-04-03.png,rents
IAM_Words\h07\h07-075\h07-075-04-04.png,have
IAM_Words\r06\r06-130\r06-130-08-04.png,know
IAM_Words\k04\k04-005\k04-005-05-01.png,of
IAM_Words\g06\g06-037f\g06-037f-03-03.png,in
IAM_Words\b06\b06-019\b06-019-04-04.png,A
IAM_Words\d06\d06-100\d06-100-01-01.png,a
IAM_Words\c03\c03-021e\c03-021e-02-00.png,sexual
IAM_Words\n04\n04-060\n04-060-00-06.png,","
IAM_Words\n01\n01-004\n01-004-04-00.png,obvious
IAM_Words\c03\c03-007d\c03-007d-07-04.png,""""
IAM_Words\b06\b06-042\b06-042-06-09.png,union
IAM_Words\g06\g06-018j\g06-018j-06-06.png,","
IAM_Words\d04\d04-062\d04-062-02-00.png,the
IAM_Words\h07\h07-020\h07-020-07-05.png,five
IAM_Words\d07\d07-102\d07-102-06-04.png,R.
IAM_Words\c06\c06-100\c06-100-00-00.png,So
IAM_Words\l04\l04-170\l04-170-04-06.png,.
IAM_Words\k04\k04-010\k04-010-02-02.png,Vittoria
IAM_Words\e06\e06-026\e06-026-04-05.png,good
IAM_Words\a01\a01-007\a01-007-01-00.png,Peeresses
IAM_Words\n04\n04-114\n04-114-01-06.png,Pericles
IAM_Words\r06\r06-103\r06-103-06-06.png,and
IAM_Words\h07\h07-030\h07-030-02-03.png,part
IAM_Words\p02\p02-008\p02-008-00-01.png,went
IAM_Words\a06\a06-064\a06-064-09-04.png,Thursday
IAM_Words\l04\l04-147\l04-147-00-06.png,line
IAM_Words\f04\f04-028\f04-028-08-06.png,have
IAM_Words\e07\e07-112\e07-112-01-02.png,however
IAM_Words\n03\n03-038\n03-038-00-07.png,his
IAM_Words\l01\l01-143\l01-143-03-07.png,Let
IAM_Words\h07\h07-028\h07-028-01-01.png,whole
IAM_Words\g06\g06-045o\g06-045o-05-06.png,and
IAM_Words\d06\d06-020\d06-020-04-02.png,knowing
IAM_Words\g06\g06-037r\g06-037r-07-00.png,been
IAM_Words\g01\g01-083\g01-083-00-06.png,-
IAM_Words\m04\m04-246\m04-246-06-03.png,","
IAM_Words\n06\n06-133\n06-133-04-01.png,whiskers
IAM_Words\d06\d06-100\d06-100-04-04.png,know
IAM_Words\g06\g06-037b\g06-037b-05-00.png,a
IAM_Words\n04\n04-044\n04-044-02-01.png,to
IAM_Words\a04\a04-092\a04-092-07-06.png,profoundly
IAM_Words\h04\h04-028\h04-028-01-04.png,bread
IAM_Words\f02\f02-033\f02-033-02-04.png,or
IAM_Words\m02\m02-055\m02-055-06-06.png,Peron
IAM_Words\h07\h07-030a\h07-030a-04-00.png,undertaken
IAM_Words\p02\p02-000\p02-000-01-08.png,""""
IAM_Words\d01\d01-080\d01-080-06-04.png,used
IAM_Words\a05\a05-094\a05-094-05-07.png,many
IAM_Words\f04\f04-016\f04-016-00-03.png,Hammersmith
IAM_Words\l04\l04-102\l04-102-06-02.png,The
IAM_Words\l07\l07-080\l07-080-00-05.png,stop
IAM_Words\g06\g06-037k\g06-037k-00-01.png,grant
IAM_Words\k04\k04-163\k04-163-04-06.png,The
IAM_Words\g06\g06-011o\g06-011o-06-07.png,every
IAM_Words\e06\e06-021\e06-021-01-02.png,a
IAM_Words\c03\c03-096e\c03-096e-03-07.png,with
IAM_Words\b05\b05-050\b05-050-07-00.png,the
IAM_Words\l07\l07-172\l07-172-01-06.png,the
IAM_Words\p03\p03-135\p03-135-03-06.png,into
IAM_Words\c03\c03-084a\c03-084a-01-00.png,effective
IAM_Words\h01\h01-018\h01-018-02-05.png,private
IAM_Words\h07\h07-051b\h07-051b-01-01.png,response
IAM_Words\g06\g06-045j\g06-045j-07-00.png,under
IAM_Words\d01\d01-080\d01-080-00-01.png,bar
IAM_Words\g06\g06-047i\g06-047i-04-02.png,in
IAM_Words\m01\m01-100\m01-100-01-01.png,Heather's
IAM_Words\f07\f07-006\f07-006-05-05.png,morsels
IAM_Words\f07\f07-081a\f07-081a-00-03.png,an
IAM_Words\d06\d06-011\d06-011-02-06.png,condition
IAM_Words\b06\b06-071\b06-071-01-01.png,to
IAM_Words\p02\p02-109\p02-109-04-04.png,man
IAM_Words\c04\c04-066\c04-066-04-09.png,Play
IAM_Words\m04\m04-145\m04-145-04-07.png,keenly
IAM_Words\g06\g06-037n\g06-037n-02-05.png,understand
IAM_Words\b02\b02-102\b02-102-02-06.png,of
IAM_Words\a01\a01-077\a01-077-03-01.png,at
IAM_Words\e04\e04-043\e04-043-00-03.png,plans
IAM_Words\k04\k04-010\k04-010-05-03.png,As
IAM_Words\g06\g06-011c\g06-011c-09-07.png,'
IAM_Words\g07\g07-003a\g07-003a-02-00.png,HOBHOUSE
IAM_Words\p02\p02-022\p02-022-01-03.png,moon
IAM_Words\r03\r03-050\r03-050-05-00.png,tried
IAM_Words\c03\c03-021d\c03-021d-06-10.png,gives
IAM_Words\g06\g06-018e\g06-018e-02-12.png,","
IAM_Words\c04\c04-056\c04-056-02-05.png,of
IAM_Words\a04\a04-081\a04-081-00-00.png,The
IAM_Words\e04\e04-091\e04-091-03-02.png,in
IAM_Words\n04\n04-114\n04-114-08-05.png,""""
IAM_Words\c06\c06-083\c06-083-02-01.png,Rock
IAM_Words\e07\e07-086\e07-086-03-01.png,luck
IAM_Words\d05\d05-040\d05-040-03-11.png,be
IAM_Words\g04\g04-036\g04-036-05-00.png,solicitor
IAM_Words\m04\m04-024\m04-024-06-01.png,boys
IAM_Words\e01\e01-059\e01-059-02-07.png,high
IAM_Words\d06\d06-111\d06-111-05-03.png,","
IAM_Words\a04\a04-047\a04-047-00-03.png,congress
IAM_Words\a02\a02-120\a02-120-07-00.png,Mr.
IAM_Words\g06\g06-037c\g06-037c-10-01.png,the
IAM_Words\d01\d01-123\d01-123-05-08.png,an
IAM_Words\g01\g01-070\g01-070-04-04.png,was
IAM_Words\g07\g07-022b\g07-022b-01-08.png,visit
IAM_Words\c03\c03-016a\c03-016a-07-06.png,the
IAM_Words\e02\e02-086\e02-086-06-07.png,the
IAM_Words\d07\d07-093\d07-093-06-05.png,is
IAM_Words\a05\a05-058\a05-058-02-03.png,.
IAM_Words\p02\p02-027\p02-027-01-03.png,jealous
IAM_Words\c04\c04-050\c04-050-08-08.png,.
IAM_Words\j04\j04-115\j04-115-00-08.png,15mc
IAM_Words\c03\c03-000b\c03-000b-00-06.png,Delaney's
IAM_Words\r06\r06-106\r06-106-06-05.png,.
IAM_Words\d06\d06-056\d06-056-04-04.png,to
IAM_Words\j06\j06-018\j06-018-02-00.png,the
IAM_Words\e07\e07-101\e07-101-06-08.png,for
IAM_Words\e06\e06-033\e06-033-07-02.png,mouth
IAM_Words\d04\d04-086\d04-086-02-05.png,to
IAM_Words\f07\f07-000b\f07-000b-00-02.png,ago
IAM_Words\l01\l01-199\l01-199-04-05.png,start
IAM_Words\e04\e04-015\e04-015-04-04.png,in
IAM_Words\a04\a04-010\a04-010-02-04.png,afternoon
IAM_Words\m04\m04-209\m04-209-04-05.png,Celeste
IAM_Words\a03\a03-071\a03-071-00-03.png,the
IAM_Words\l01\l01-133\l01-133-04-06.png,years
IAM_Words\l04\l04-130\l04-130-03-09.png,of
IAM_Words\m04\m04-123\m04-123-01-06.png,bus
IAM_Words\k04\k04-093\k04-093-04-10.png,on
IAM_Words\m02\m02-048\m02-048-00-04.png,back
IAM_Words\b04\b04-040\b04-040-05-04.png,daughter
IAM_Words\n02\n02-082a\n02-082a-04-05.png,had
IAM_Words\b04\b04-040\b04-040-00-05.png,why
IAM_Words\h07\h07-071\h07-071-02-08.png,most
IAM_Words\a02\a02-111\a02-111-02-03.png,will
IAM_Words\l04\l04-020\l04-020-03-09.png,to
IAM_Words\n03\n03-082\n03-082-00-07.png,and
IAM_Words\d06\d06-063\d06-063-03-09.png,those
IAM_Words\g01\g01-016\g01-016-02-04.png,It
IAM_Words\d07\d07-093\d07-093-01-02.png,the
IAM_Words\n04\n04-183\n04-183-01-04.png,in
IAM_Words\g06\g06-018o\g06-018o-07-02.png,and
IAM_Words\c03\c03-003e\c03-003e-01-05.png,the
IAM_Words\g02\g02-059\g02-059-02-06.png,seen
IAM_Words\m02\m02-102\m02-102-08-06.png,and
IAM_Words\g06\g06-047m\g06-047m-02-00.png,year
IAM_Words\g06\g06-011e\g06-011e-00-11.png,.
IAM_Words\a03\a03-071\a03-071-02-00.png,convinced
IAM_Words\a01\a01-026x\a01-026x-00-03.png,","
IAM_Words\g06\g06-018o\g06-018o-05-03.png,than
IAM_Words\m02\m02-072\m02-072-03-03.png,and
IAM_Words\g06\g06-011p\g06-011p-01-08.png,as
IAM_Words\m06\m06-106\m06-106-03-09.png,these
IAM_Words\c06\c06-106\c06-106-00-06.png,see
IAM_Words\d05\d05-008\d05-008-00-07.png,ascending
IAM_Words\n06\n06-169\n06-169-07-05.png,happened
IAM_Words\a06\a06-110\a06-110-04-00.png,retorted
IAM_Words\a04\a04-039\a04-039-04-01.png,to
IAM_Words\b05\b05-067\b05-067-04-07.png,betrayed
IAM_Words\a01\a01-128u\a01-128u-00-03.png,sat
IAM_Words\a01\a01-030x\a01-030x-04-00.png,said
IAM_Words\a01\a01-077u\a01-077u-02-00.png,Joyce
IAM_Words\m04\m04-246\m04-246-00-00.png,Mutinous
IAM_Words\k07\k07-085\k07-085-06-07.png,if
IAM_Words\g01\g01-039\g01-039-02-04.png,traditional
IAM_Words\g06\g06-047l\g06-047l-05-00.png,One
IAM_Words\g06\g06-026c\g06-026c-02-11.png,.
IAM_Words\l07\l07-138\l07-138-04-06.png,he
IAM_Words\g06\g06-031h\g06-031h-07-01.png,Radicalism
IAM_Words\p01\p01-147\p01-147-02-02.png,the
IAM_Words\a04\a04-096\a04-096-09-00.png,Britain
IAM_Words\g06\g06-047m\g06-047m-05-05.png,cities
IAM_Words\n04\n04-209\n04-209-04-00.png,a
IAM_Words\g01\g01-004\g01-004-03-01.png,.
IAM_Words\g07\g07-018a\g07-018a-01-00.png,his
IAM_Words\g04\g04-048\g04-048-03-00.png,stained-glass
IAM_Words\g06\g06-018a\g06-018a-04-01.png,place
IAM_Words\h06\h06-082\h06-082-04-01.png,to
IAM_Words\g06\g06-011b\g06-011b-04-05.png,arrived
IAM_Words\g06\g06-042b\g06-042b-06-03.png,brought
IAM_Words\a06\a06-036\a06-036-02-02.png,preparations
IAM_Words\g06\g06-018r\g06-018r-05-03.png,and
IAM_Words\d06\d06-041\d06-041-02-07.png,on
IAM_Words\k07\k07-063a\k07-063a-01-03.png,parted
IAM_Words\h07\h07-013\h07-013-02-08.png,.
IAM_Words\b06\b06-023\b06-023-00-05.png,of
IAM_Words\c03\c03-003f\c03-003f-00-04.png,filmed
IAM_Words\h04\h04-025\h04-025-05-11.png,of
IAM_Words\g04\g04-014\g04-014-05-03.png,and
IAM_Words\b05\b05-032\b05-032-02-08.png,We
IAM_Words\l04\l04-113\l04-113-02-06.png,of
IAM_Words\m04\m04-216\m04-216-02-02.png,a
IAM_Words\a01\a01-043u\a01-043u-02-02.png,appointment
IAM_Words\g06\g06-031f\g06-031f-00-15.png,infatuation
IAM_Words\a03\a03-071\a03-071-00-08.png,is
IAM_Words\g06\g06-011p\g06-011p-05-09.png,Rome
IAM_Words\d06\d06-041\d06-041-06-05.png,before
IAM_Words\a01\a01-122\a01-122-04-05.png,of
IAM_Words\h07\h07-080\h07-080-00-01.png,is
IAM_Words\f04\f04-096\f04-096-08-04.png,He
IAM_Words\a04\a04-019\a04-019-01-09.png,Laos
IAM_Words\c03\c03-094f\c03-094f-02-07.png,","
IAM_Words\g06\g06-050n\g06-050n-08-01.png,sedate
IAM_Words\b06\b06-032\b06-032-05-01.png,pursuit
IAM_Words\a01\a01-077\a01-077-02-03.png,Egginton
IAM_Words\k07\k07-085\k07-085-00-05.png,your
IAM_Words\a03\a03-014\a03-014-07-02.png,was
IAM_Words\k04\k04-075\k04-075-04-00.png,indeed
IAM_Words\g01\g01-008\g01-008-07-01.png,Gaunt
IAM_Words\l01\l01-133\l01-133-01-00.png,and
IAM_Words\d04\d04-111\d04-111-09-00.png,that
IAM_Words\r02\r02-117\r02-117-05-00.png,Nobody
IAM_Words\m02\m02-095\m02-095-08-03.png,up
IAM_Words\g01\g01-039\g01-039-04-01.png,the
IAM_Words\r02\r02-000\r02-000-00-02.png,long
IAM_Words\b06\b06-027\b06-027-00-01.png,month
IAM_Words\a02\a02-000\a02-000-07-02.png,more
IAM_Words\f07\f07-039b\f07-039b-00-00.png,According
IAM_Words\p03\p03-033\p03-033-03-12.png,I
IAM_Words\a01\a01-122u\a01-122u-00-06.png,to
IAM_Words\g06\g06-011o\g06-011o-04-05.png,be
IAM_Words\f07\f07-046a\f07-046a-09-03.png,almost
IAM_Words\r06\r06-003\r06-003-02-01.png,at
IAM_Words\m02\m02-083\m02-083-03-12.png,Harry
IAM_Words\g06\g06-101\g06-101-03-07.png,suffering
IAM_Words\g06\g06-045f\g06-045f-01-03.png,","
IAM_Words\j04\j04-008\j04-008-04-03.png,fifty
IAM_Words\h07\h07-017\h07-017-06-04.png,the
IAM_Words\p03\p03-080\p03-080-03-02.png,had
IAM_Words\g04\g04-077\g04-077-00-06.png,a
IAM_Words\b01\b01-004\b01-004-03-04.png,year
IAM_Words\g06\g06-089\g06-089-02-07.png,Lieven
IAM_Words\r02\r02-109\r02-109-04-08.png,his
IAM_Words\d06\d06-104\d06-104-04-02.png,day
IAM_Words\g07\g07-042\g07-042-08-01.png,drunkard
IAM_Words\l04\l04-163\l04-163-04-09.png,'s
IAM_Words\g06\g06-031m\g06-031m-05-06.png,upon
IAM_Words\e06\e06-021\e06-021-10-03.png,into
IAM_Words\l07\l07-181\l07-181-07-04.png,up
IAM_Words\a02\a02-024\a02-024-00-04.png,strikes
IAM_Words\a01\a01-068u\a01-068u-04-00.png,good
IAM_Words\g06\g06-026i\g06-026i-03-06.png,he
IAM_Words\e02\e02-074\e02-074-04-02.png,fitments
IAM_Words\a01\a01-043\a01-043-09-01.png,State
IAM_Words\k04\k04-110\k04-110-01-01.png,might
IAM_Words\n04\n04-209\n04-209-03-01.png,noticed
IAM_Words\d06\d06-091\d06-091-07-03.png,are
IAM_Words\g06\g06-109\g06-109-01-08.png,bed
IAM_Words\p03\p03-040\p03-040-00-05.png,sweet
IAM_Words\f04\f04-024\f04-024-06-07.png,a
IAM_Words\f03\f03-191\f03-191-02-07.png,too
IAM_Words\r03\r03-007\r03-007-01-05.png,the
IAM_Words\a02\a02-106\a02-106-06-00.png,to
IAM_Words\r02\r02-003\r02-003-05-06.png,take
IAM_Words\l01\l01-179\l01-179-06-05.png,soon
IAM_Words\g06\g06-011n\g06-011n-05-07.png,.
IAM_Words\l07\l07-074\l07-074-05-01.png,.
IAM_Words\g06\g06-047b\g06-047b-05-05.png,.
IAM_Words\r06\r06-137\r06-137-00-01.png,doorman
IAM_Words\a01\a01-113u\a01-113u-06-06.png,a
IAM_Words\g07\g07-028b\g07-028b-03-02.png,folly
IAM_Words\c02\c02-049\c02-049-05-06.png,.
IAM_Words\c02\c02-035\c02-035-04-10.png,","
IAM_Words\g06\g06-047e\g06-047e-00-03.png,of
IAM_Words\a05\a05-125\a05-125-02-01.png,of
IAM_Words\a02\a02-078\a02-078-05-02.png,","
IAM_Words\h06\h06-092\h06-092-09-07.png,.
IAM_Words\f03\f03-174\f03-174-03-05.png,good
IAM_Words\m04\m04-222\m04-222-03-10.png,of
IAM_Words\g06\g06-026r\g06-026r-00-05.png,...
IAM_Words\m03\m03-006\m03-006-03-05.png,get
IAM_Words\a06\a06-020\a06-020-03-09.png,1/2
IAM_Words\f07\f07-032b\f07-032b-04-01.png,grosser
IAM_Words\g07\g07-018a\g07-018a-06-00.png,his
IAM_Words\g06\g06-050f\g06-050f-01-00.png,near
IAM_Words\b06\b06-075\b06-075-05-04.png,suits
IAM_Words\g06\g06-037h\g06-037h-07-03.png,of
IAM_Words\j04\j04-039\j04-039-06-07.png,as
IAM_Words\g04\g04-039\g04-039-05-06.png,Bishop
IAM_Words\b05\b05-058\b05-058-02-02.png,.
IAM_Words\n04\n04-068\n04-068-01-00.png,obviously
IAM_Words\g01\g01-045\g01-045-00-02.png,to
IAM_Words\f04\f04-024\f04-024-03-01.png,and
IAM_Words\g06\g06-042h\g06-042h-03-02.png,himself
IAM_Words\l04\l04-130\l04-130-06-11.png,had
IAM_Words\l04\l04-098\l04-098-01-00.png,for
IAM_Words\n06\n06-163\n06-163-01-00.png,Derby
IAM_Words\p02\p02-101\p02-101-00-09.png,worst
IAM_Words\m02\m02-055\m02-055-00-04.png,for
IAM_Words\n03\n03-079\n03-079-05-03.png,in
IAM_Words\g07\g07-042\g07-042-04-03.png,a
IAM_Words\d06\d06-015\d06-015-02-06.png,grows
IAM_Words\h07\h07-030a\h07-030a-02-06.png,experienced
IAM_Words\l01\l01-023\l01-023-03-03.png,for
IAM_Words\j06\j06-030\j06-030-10-03.png,swimming
IAM_Words\f03\f03-182\f03-182-05-11.png,too
IAM_Words\a04\a04-031\a04-031-04-00.png,good
IAM_Words\k03\k03-152\k03-152-00-06.png,they
IAM_Words\n06\n06-100\n06-100-08-01.png,with
IAM_Words\d04\d04-111\d04-111-07-11.png,)
IAM_Words\b04\b04-147\b04-147-07-00.png,Happy
IAM_Words\h02\h02-037\h02-037-01-05.png,were
IAM_Words\j04\j04-019\j04-019-03-06.png,.
IAM_Words\d06\d06-060\d06-060-03-05.png,differently
IAM_Words\a01\a01-007u\a01-007u-01-05.png,Most
IAM_Words\c03\c03-021d\c03-021d-04-03.png,to
IAM_Words\r06\r06-027\r06-027-03-04.png,at
IAM_Words\b01\b01-079\b01-079-05-06.png,have
IAM_Words\k03\k03-152\k03-152-02-03.png,natives
IAM_Words\e07\e07-083\e07-083-09-00.png,whereas
IAM_Words\g06\g06-011o\g06-011o-05-10.png,","
IAM_Words\b01\b01-053\b01-053-06-00.png,moving
IAM_Words\a02\a02-078\a02-078-05-01.png,Congress
IAM_Words\c03\c03-081a\c03-081a-08-03.png,sergeant
IAM_Words\c02\c02-082\c02-082-01-03.png,(
IAM_Words\p02\p02-090\p02-090-08-02.png,beyond
IAM_Words\d06\d06-072\d06-072-03-03.png,in
IAM_Words\a02\a02-032\a02-032-00-02.png,his
IAM_Words\p03\p03-072\p03-072-00-07.png,eyes
IAM_Words\g06\g06-050f\g06-050f-01-06.png,.
IAM_Words\d01\d01-019\d01-019-05-01.png,of
IAM_Words\n03\n03-082\n03-082-05-05.png,I
IAM_Words\h04\h04-071\h04-071-04-12.png,","
IAM_Words\a04\a04-072\a04-072-01-00.png,Union
IAM_Words\h06\h06-000\h06-000-00-03.png,information
IAM_Words\n06\n06-140\n06-140-03-01.png,.
IAM_Words\g07\g07-038\g07-038-02-01.png,of
IAM_Words\a05\a05-009\a05-009-01-03.png,has
IAM_Words\p02\p02-008\p02-008-10-05.png,of
IAM_Words\m03\m03-118\m03-118-01-00.png,far
IAM_Words\f04\f04-074\f04-074-02-04.png,stretcher
IAM_Words\g06\g06-011r\g06-011r-05-01.png,people
IAM_Words\g04\g04-036\g04-036-05-07.png,told
IAM_Words\c02\c02-017\c02-017-03-05.png,church
IAM_Words\g06\g06-101\g06-101-02-07.png,abscess
IAM_Words\a05\a05-073\a05-073-00-05.png,short
IAM_Words\c03\c03-007b\c03-007b-02-06.png,shabby
IAM_Words\e04\e04-119\e04-119-03-02.png,right
IAM_Words\g06\g06-011b\g06-011b-04-06.png,","
IAM_Words\g01\g01-008\g01-008-01-00.png,trouble
IAM_Words\j04\j04-053\j04-053-06-08.png,.
IAM_Words\l01\l01-111\l01-111-01-02.png,Once
IAM_Words\a01\a01-014x\a01-014x-06-04.png,""""
IAM_Words\h04\h04-007\h04-007-03-08.png,quantity
IAM_Words\a01\a01-102u\a01-102u-04-06.png,which
IAM_Words\p01\p01-168\p01-168-04-01.png,eyes
IAM_Words\b06\b06-045\b06-045-03-04.png,binding
IAM_Words\h01\h01-014\h01-014-00-01.png,census
IAM_Words\g07\g07-030\g07-030-09-00.png,maternal
IAM_Words\f07\f07-002\f07-002-05-07.png,the
